date	word	value
2017-7	anniversary	3
2017-7	confederation	1
2017-7	celebrate	6
2017-7	past	4
2017-7	look	3
2017-7	boldly	1
2017-7	toward	1
2017-7	next	9
2017-7	years	6
2017-7	prince	2
2017-7	charles	1
2017-7	us	11
2017-7	welcome	11
2017-7	enjoy	1
2017-7	clarencehouse	1
2017-7	wishing	4
2017-7	celebrating	6
2017-7	canada	26
2017-7	around	6
2017-7	world	10
2017-7	happy	14
2017-7	day	8
2017-7	canadaday	2
2017-7	let	3
2017-7	learn	1
2017-7	legacy	1
2017-7	move	1
2017-7	ahead	3
2017-7	together	12
2017-7	spirit	1
2017-7	canadianforces	4
2017-7	deployed	2
2017-7	caf	2
2017-7	members	4
2017-7	got	1
2017-7	excited	4
2017-7	somewhere	1
2017-7	rockies	1
2017-7	sorry	1
2017-7	alberta	1
2017-7	love	3
2017-7	canadian	10
2017-7	space	1
2017-7	agency	1
2017-7	selected	1
2017-7	joshua	1
2017-7	kutryk	1
2017-7	jenni	1
2017-7	sidey	1
2017-7	bethenextcdnastro	1
2017-7	truly	2
2017-7	blessed	1
2017-7	live	3
2017-7	great	14
2017-7	country	1
2017-7	nous	3
2017-7	avons	1
2017-7	beaucoup	1
2017-7	de	5
2017-7	chance	3
2017-7	vivre	1
2017-7	dans	1
2017-7	un	2
2017-7	pays	2
2017-7	aussi	1
2017-7	sait	2
2017-7	employees	1
2017-7	drone	1
2017-7	much	2
2017-7	special	1
2017-7	birthday	4
2017-7	hopenlesmyth	1
2017-7	hope	2
2017-7	ollie	1
2017-7	shawinfo	1
2017-7	melaniejoly	3
2017-7	even	2
2017-7	raining	1
2017-7	amwithenshaw	1
2017-7	want	2
2017-7	tonight	3
2017-7	pleasure	3
2017-7	wales	1
2017-7	duchess	1
2017-7	cornwall	1
2017-7	night	2
2017-7	show	3
2017-7	artists	1
2017-7	remind	1
2017-7	diversity	2
2017-7	strength	1
2017-7	sincere	1
2017-7	thanks	29
2017-7	first	6
2017-7	responders	5
2017-7	staff	2
2017-7	volunteers	2
2017-7	worked	1
2017-7	rain	1
2017-7	keep	5
2017-7	safe	4
2017-7	hill	2
2017-7	today	28
2017-7	canadianpm	9
2017-7	prime	4
2017-7	minister	4
2017-7	trudeau	10
2017-7	grégoire	2
2017-7	participate	1
2017-7	wedaycanada	1
2017-7	watch	3
2017-7	event	1
2017-7	wemovement	3
2017-7	gorddownie	2
2017-7	downiewenjack	2
2017-7	ottawa	4
2017-7	children	1
2017-7	choir	1
2017-7	extraordinary	1
2017-7	performance	2
2017-7	unbelievably	1
2017-7	moving	2
2017-7	wenjacks	1
2017-7	work	8
2017-7	wheels	1
2017-7	morning	7
2017-7	ireland	4
2017-7	scotland	3
2017-7	hamburg	4
2017-7	summit	4
2017-7	greeted	1
2017-7	ambassador	1
2017-7	kvickers	1
2017-7	dublin	6
2017-7	potus	1
2017-7	americans	1
2017-7	independence	1
2017-7	meetings	1
2017-7	irish	6
2017-7	taoiseach	2
2017-7	leo	2
2017-7	varadkar	2
2017-7	warm	3
2017-7	lesson	1
2017-7	pour	1
2017-7	la	1
2017-7	leçon	1
2017-7	ce	1
2017-7	matin	1
2017-7	seamusoregan	2
2017-7	uncertain	1
2017-7	old	2
2017-7	friendships	1
2017-7	matter	1
2017-7	prosper	1
2017-7	sat	1
2017-7	business	2
2017-7	leaders	3
2017-7	talk	5
2017-7	working	13
2017-7	create	2
2017-7	jobs	6
2017-7	economic	4
2017-7	entirl	2
2017-7	ceo	1
2017-7	juliesinnamon	1
2017-7	fitzgeraldfrncs	1
2017-7	welcomed	1
2017-7	pm	10
2017-7	discuss	1
2017-7	sun	1
2017-7	came	1
2017-7	time	5
2017-7	quick	1
2017-7	see	6
2017-7	beautiful	4
2017-7	part	2
2017-7	foot	1
2017-7	nice	2
2017-7	canadians	8
2017-7	claim	1
2017-7	ancestry	1
2017-7	including	1
2017-7	family	5
2017-7	story	1
2017-7	emigration	1
2017-7	epicirelandchq	1
2017-7	justin	3
2017-7	get	5
2017-7	history	3
2017-7	research	1
2017-7	irishfamhistory	1
2017-7	enjoyed	1
2017-7	hospitality	1
2017-7	afternoon	3
2017-7	courtesy	1
2017-7	president	3
2017-7	sabina	1
2017-7	higgins	1
2017-7	making	2
2017-7	cathmckenna	4
2017-7	fifty	1
2017-7	dad	2
2017-7	emigrated	1
2017-7	proud	5
2017-7	accompanying	1
2017-7	back	5
2017-7	big	2
2017-7	announcement	1
2017-7	atlanticgrowth	1
2017-7	investments	2
2017-7	exports	1
2017-7	middle	6
2017-7	class	7
2017-7	national	6
2017-7	trade	11
2017-7	corridors	1
2017-7	fund	2
2017-7	support	5
2017-7	increase	1
2017-7	resilience	1
2017-7	transportation	1
2017-7	speech	2
2017-7	dinner	1
2017-7	given	1
2017-7	thank	7
2017-7	navdeepsbains	3
2017-7	incredible	2
2017-7	two	1
2017-7	new	3
2017-7	astronauts	1
2017-7	janicecharette	1
2017-7	mme	1
2017-7	sophie	1
2017-7	team	2
2017-7	edinburghuni	2
2017-7	bold	1
2017-7	brave	2
2017-7	open	4
2017-7	opportunities	2
2017-7	front	1
2017-7	congratulations	11
2017-7	walks	1
2017-7	away	1
2017-7	edinburgh	2
2017-7	honorary	3
2017-7	degree	1
2017-7	natrecordsscot	1
2017-7	views	1
2017-7	documents	1
2017-7	scottish	1
2017-7	ntlmuseumsscot	1
2017-7	ualberta	1
2017-7	investment	1
2017-7	make	6
2017-7	edmonton	1
2017-7	leader	1
2017-7	innovation	2
2017-7	growth	3
2017-7	meet	4
2017-7	everything	2
2017-7	done	1
2017-7	honour	1
2017-7	offered	1
2017-7	queen	2
2017-7	maple	1
2017-7	leaf	1
2017-7	flag	1
2017-7	flew	1
2017-7	parliament	1
2017-7	lindajeffrey	1
2017-7	campaignforleo	1
2017-7	telfordk	1
2017-7	adamscotti	1
2017-7	linda	1
2017-7	many	3
2017-7	ago	4
2017-7	stop	1
2017-7	everyone	9
2017-7	made	5
2017-7	feel	1
2017-7	like	1
2017-7	mclaudebibeau	2
2017-7	never	3
2017-7	forget	2
2017-7	people	15
2017-7	met	1
2017-7	goma	1
2017-7	drcongo	1
2017-7	fled	1
2017-7	violence	1
2017-7	lose	1
2017-7	join	2
2017-7	parliamentary	1
2017-7	colleagues	1
2017-7	welcoming	2
2017-7	winnipeg	4
2017-7	excitement	1
2017-7	builds	1
2017-7	scottbrison	1
2017-7	name	1
2017-7	barrier	1
2017-7	employment	1
2017-7	federal	3
2017-7	departments	1
2017-7	piloting	1
2017-7	nameblind	1
2017-7	cdninnovation	2
2017-7	happening	1
2017-7	every	4
2017-7	sector	2
2017-7	economy	3
2017-7	strategic	1
2017-7	invest	1
2017-7	thoughts	3
2017-7	families	6
2017-7	whose	1
2017-7	lives	3
2017-7	changed	1
2017-7	july	3
2017-7	greetings	2
2017-7	ready	4
2017-7	glblctzn	3
2017-7	festival	2
2017-7	partnered	1
2017-7	youtube	1
2017-7	bring	1
2017-7	exclusive	1
2017-7	livestream	1
2017-7	tune	2
2017-7	meeting	12
2017-7	norway	1
2017-7	focused	7
2017-7	sdgs	1
2017-7	ca	1
2017-7	read	1
2017-7	ball	1
2017-7	check	2
2017-7	opportunity	2
2017-7	sit	1
2017-7	partners	1
2017-7	chat	2
2017-7	governors	2
2017-7	rhode	5
2017-7	island	5
2017-7	close	1
2017-7	partnership	6
2017-7	countries	1
2017-7	early	1
2017-7	chancellor	1
2017-7	merkel	1
2017-7	ceta	2
2017-7	climate	2
2017-7	change	2
2017-7	friends	1
2017-7	sure	5
2017-7	succeed	2
2017-7	success	1
2017-7	since	2
2017-7	lagarde	1
2017-7	said	1
2017-7	hoped	1
2017-7	policies	1
2017-7	would	1
2017-7	go	1
2017-7	viral	1
2017-7	touching	1
2017-7	base	1
2017-7	emmanuelmacron	2
2017-7	committed	2
2017-7	addressing	1
2017-7	increasing	1
2017-7	benefit	4
2017-7	vigorous	1
2017-7	agreed	1
2017-7	bond	1
2017-7	strong	3
2017-7	wonderful	2
2017-7	bravery	1
2017-7	commitment	2
2017-7	education	2
2017-7	others	1
2017-7	inspiring	1
2017-7	graduating	1
2017-7	high	1
2017-7	school	1
2017-7	malala	2
2017-7	narendramodi	1
2017-7	cafreeland	2
2017-7	announced	2
2017-7	contribution	1
2017-7	help	15
2017-7	women	3
2017-7	entrepreneurs	1
2017-7	busy	2
2017-7	second	1
2017-7	sitting	1
2017-7	epn	1
2017-7	september	1
2017-7	applied	1
2017-7	creating	2
2017-7	businesses	1
2017-7	regarding	1
2017-7	settlement	1
2017-7	omar	1
2017-7	khadr	1
2017-7	charter	1
2017-7	rights	2
2017-7	freedoms	1
2017-7	protects	1
2017-7	promoted	1
2017-7	vision	1
2017-7	clean	1
2017-7	works	1
2017-7	building	2
2017-7	ties	1
2017-7	allies	1
2017-7	creates	1
2017-7	focus	1
2017-7	trip	1
2017-7	abroad	1
2017-7	head	1
2017-7	home	3
2017-7	thinking	1
2017-7	affected	8
2017-7	wildfires	4
2017-7	yukon	1
2017-7	bc	9
2017-7	stay	2
2017-7	monitoring	1
2017-7	situations	1
2017-7	provide	1
2017-7	assistance	2
2017-7	harjitsajjan	2
2017-7	respond	1
2017-7	quickly	1
2017-7	request	2
2017-7	provincial	1
2017-7	assist	2
2017-7	british	3
2017-7	columbians	2
2017-7	donate	3
2017-7	redcrosscanada	5
2017-7	bcwildfire	7
2017-7	appeal	1
2017-7	spoke	2
2017-7	premier	4
2017-7	clark	1
2017-7	horgan	1
2017-7	last	1
2017-7	way	2
2017-7	donating	1
2017-7	red	2
2017-7	cross	2
2017-7	future	1
2017-7	basketball	1
2017-7	bright	1
2017-7	men	1
2017-7	jack	1
2017-7	alibabagroup	1
2017-7	gender	2
2017-7	equality	3
2017-7	khushali	1
2017-7	mubarak	1
2017-7	ismailis	1
2017-7	diamond	1
2017-7	jubilee	1
2017-7	newfoundland	1
2017-7	talking	1
2017-7	skills	1
2017-7	atlanticgrowthstrategy	1
2017-7	region	1
2017-7	supporting	2
2017-7	tech	2
2017-7	allows	1
2017-7	workers	2
2017-7	validate	1
2017-7	improve	2
2017-7	credentials	1
2017-7	online	1
2017-7	cda	1
2017-7	lend	1
2017-7	voice	1
2017-7	stage	2
2017-7	defend	1
2017-7	sexual	1
2017-7	reproductive	1
2017-7	adolescent	1
2017-7	parkscanada	2
2017-7	one	3
2017-7	incident	1
2017-7	management	1
2017-7	kirstyduncanmp	1
2017-7	fun	1
2017-7	kicking	1
2017-7	torcarnival	1
2017-7	events	2
2017-7	nathan	1
2017-7	phillips	1
2017-7	square	1
2017-7	bcgovfireinfo	1
2017-7	firefighting	1
2017-7	personnel	1
2017-7	started	4
2017-7	arrive	1
2017-7	situation	1
2017-7	hercules	1
2017-7	takes	1
2017-7	cfb	1
2017-7	comox	1
2017-7	deliver	1
2017-7	equipment	1
2017-7	bella	1
2017-7	coola	1
2017-7	oplentus	1
2017-7	malaladay	1
2017-7	stand	1
2017-7	frankbaylis	1
2017-7	anthony	2
2017-7	ahousefather	2
2017-7	rend	1
2017-7	fiers	1
2017-7	lors	1
2017-7	des	1
2017-7	jeux	1
2017-7	maccabiah	1
2017-7	intelligent	1
2017-7	et	1
2017-7	sportif	1
2017-7	continue	2
2017-7	wow	1
2017-7	pamdamoff	1
2017-7	cdnpoli	1
2017-7	pleased	2
2017-7	announce	3
2017-7	approved	2
2017-7	appointment	2
2017-7	julie	4
2017-7	payette	4
2017-7	governor	5
2017-7	general	3
2017-7	ggdavidjohnston	2
2017-7	beijing	1
2017-7	warmly	1
2017-7	congratulate	1
2017-7	successor	1
2017-7	become	1
2017-7	dedicated	1
2017-7	life	2
2017-7	discovery	1
2017-7	dreaming	1
2017-7	know	1
2017-7	excellent	1
2017-7	johnston	1
2017-7	contributions	1
2017-7	wish	1
2017-7	best	3
2017-7	youth	2
2017-7	stopping	1
2017-7	paulbrandt	1
2017-7	congrats	1
2017-7	launching	1
2017-7	notinmycity	1
2017-7	human	1
2017-7	trafficking	1
2017-7	place	3
2017-7	former	1
2017-7	csa	1
2017-7	astronaut	1
2017-7	ahmeddhussen	1
2017-7	evening	1
2017-7	civic	1
2017-7	engagement	1
2017-7	canadianmv	1
2017-7	honoured	1
2017-7	keynote	1
2017-7	tcmvdinner	1
2017-7	vp	1
2017-7	pence	2
2017-7	speaking	1
2017-7	natlgovsassoc	4
2017-7	relationship	2
2017-7	ginaraimondo	2
2017-7	visiting	3
2017-7	ocean	1
2017-7	honored	1
2017-7	ad	1
2017-7	hoc	1
2017-7	cabinet	1
2017-7	committee	1
2017-7	address	1
2017-7	immediate	1
2017-7	needs	1
2017-7	bcwildfires	2
2017-7	discusses	2
2017-7	nafta	1
2017-7	auto	1
2017-7	kentucky	1
2017-7	govmattbevin	1
2017-7	process	1
2017-7	select	2
2017-7	justice	2
2017-7	supreme	2
2017-7	court	2
2017-7	issues	3
2017-7	aluminum	1
2017-7	steel	1
2017-7	agricultural	1
2017-7	industry	1
2017-7	wisconsin	1
2017-7	important	2
2017-7	partner	1
2017-7	critical	1
2017-7	facing	1
2017-7	streaming	1
2017-7	speaks	1
2017-7	kimreynoldsia	1
2017-7	brings	1
2017-7	demo	1
2017-7	going	3
2017-7	successful	1
2017-7	ambmacnaughton	1
2017-7	explaining	1
2017-7	vital	1
2017-7	bshanahanlib	1
2017-7	need	2
2017-7	ensure	1
2017-7	benefits	2
2017-7	broadly	1
2017-7	shared	1
2017-7	among	2
2017-7	citizens	1
2017-7	bastilleday	1
2017-7	friend	2
2017-7	france	1
2017-7	puglaas	2
2017-7	reposting	1
2017-7	plsd	1
2017-7	release	1
2017-7	recognition	2
2017-7	principles	1
2017-7	respecting	1
2017-7	goc	1
2017-7	indigenous	3
2017-7	peoples	2
2017-7	cooperation	1
2017-7	jimmy	1
2017-7	carter	1
2017-7	glad	1
2017-7	ok	1
2017-7	choosing	1
2017-7	habitatcwp	1
2017-7	listening	2
2017-7	summer	2
2017-7	mix	1
2017-7	playlist	1
2017-7	spotify	1
2017-7	kenthehr	1
2017-7	mardaloopca	1
2017-7	local	2
2017-7	stampede	2
2017-7	bkfast	1
2017-7	chatting	1
2017-7	serving	1
2017-7	crowd	2
2017-7	marda	1
2017-7	loop	1
2017-7	yet	2
2017-7	eat	1
2017-7	calgary	1
2017-7	another	1
2017-7	spend	1
2017-7	parksday	1
2017-7	fundynp	1
2017-7	mp	1
2017-7	fundyroyal	1
2017-7	alainalockhart	1
2017-7	ralphgoodale	5
2017-7	deep	1
2017-7	gratitude	1
2017-7	evacuating	1
2017-7	williams	3
2017-7	lake	3
2017-7	harms	1
2017-7	cdns	1
2017-7	also	1
2017-7	uprooted	1
2017-7	collaboration	1
2017-7	governments	1
2017-7	fight	1
2017-7	evacuated	1
2017-7	ever	1
2017-7	government	6
2017-7	leads	1
2017-7	emergency	2
2017-7	response	1
2017-7	effort	1
2017-7	responded	1
2017-7	thus	2
2017-7	far	2
2017-7	half	1
2017-7	estimated	1
2017-7	fire	2
2017-7	evacuees	3
2017-7	registered	1
2017-7	safety	1
2017-7	please	2
2017-7	asap	1
2017-7	thousands	2
2017-7	huge	1
2017-7	advisory	1
2017-7	board	1
2017-7	hfxpride	2
2017-7	mandeladay	1
2017-7	nelson	1
2017-7	mandela	1
2017-7	citizen	1
2017-7	stood	1
2017-7	democracy	1
2017-7	janephilpott	2
2017-7	reflection	1
2017-7	dreadful	1
2017-7	number	1
2017-7	suicides	1
2017-7	lost	1
2017-7	tragedy	1
2017-7	beyond	1
2017-7	measure	1
2017-7	dilebouthillier	2
2017-7	riding	2
2017-7	currently	1
2017-7	supports	1
2017-7	reconciliation	1
2017-7	setting	1
2017-7	parks	2
2017-7	historic	1
2017-7	places	1
2017-7	showing	1
2017-7	plan	2
2017-7	fair	1
2017-7	share	1
2017-7	strengthening	1
2017-7	cree	1
2017-7	key	1
2017-7	establishing	1
2017-7	respectful	1
2017-7	nationtonation	1
2017-7	relationships	1
2017-7	jjhorgan	3
2017-7	forward	1
2017-7	soon	2
2017-7	build	1
2017-7	qc	1
2017-7	marking	1
2017-7	year	6
2017-7	getting	2
2017-7	generous	1
2017-7	replacing	1
2017-7	furnaces	1
2017-7	equivalent	1
2017-7	taking	2
2017-7	cars	1
2017-7	road	1
2017-7	launch	1
2017-7	signature	1
2017-7	project	1
2017-7	quebec	2
2017-7	city	1
2017-7	kids	3
2017-7	photo	1
2017-7	elizabeth	1
2017-7	tall	1
2017-7	ships	1
2017-7	crew	1
2017-7	memorable	1
2017-7	minsocdevcmhc	1
2017-7	joining	1
2017-7	child	2
2017-7	helping	5
2017-7	deeply	1
2017-7	grateful	1
2017-7	member	1
2017-7	royal	1
2017-7	regiment	1
2017-7	ceremony	2
2017-7	canadachildbenefit	1
2017-7	ends	1
2017-7	give	1
2017-7	mayor	2
2017-7	lehman	1
2017-7	barrie	1
2017-7	money	2
2017-7	cost	1
2017-7	raising	1
2017-7	tbt	1
2017-7	hmcs	1
2017-7	oriole	1
2017-7	yesterday	2
2017-7	oldest	1
2017-7	commissioned	1
2017-7	ship	1
2017-7	navy	1
2017-7	still	1
2017-7	looking	1
2017-7	nova	1
2017-7	scotia	1
2017-7	follow	1
2017-7	peacebychoco	1
2017-7	jyduclos	1
2017-7	impacted	1
2017-7	access	1
2017-7	services	1
2017-7	camp	1
2017-7	shelburne	1
2017-7	anywhere	1
2017-7	helps	1
2017-7	kejimkujik	1
2017-7	park	1
2017-7	seaside	1
2017-7	free	1
2017-7	andyfillmorehfx	1
2017-7	halifaxpride	2
2017-7	march	1
2017-7	parade	1
2017-7	amazing	1
2017-7	baps	1
2017-7	mandir	1
2017-7	architectural	1
2017-7	masterpiece	1
2017-7	community	3
2017-7	tamil	1
2017-7	commemorate	1
2017-7	black	1
2017-7	week	1
2017-7	visit	3
2017-7	areas	1
2017-7	officials	3
2017-7	video	1
2017-7	ydcanada	1
2017-7	delegates	1
2017-7	young	1
2017-7	voices	1
2017-7	heard	1
2017-7	international	1
2017-7	liberal	1
2017-7	govt	1
2017-7	progress	1
2017-7	hard	4
2017-7	site	1
2017-7	granted	1
2017-7	exemption	1
2017-7	applications	1
2017-7	review	1
2017-7	saguenay	1
2017-7	agricole	1
2017-7	chicoutimi	1
2017-7	farmers	1
2017-7	holsteincanada	1
2017-7	director	1
2017-7	gilles	1
2017-7	string	1
2017-7	expo	1
2017-7	cqualtro	2
2017-7	kjmasse	1
2017-7	becoming	2
2017-7	female	1
2017-7	champion	1
2017-7	active	1
2017-7	fighting	1
2017-7	korean	1
2017-7	war	1
2017-7	ended	1
2017-7	remember	1
2017-7	courage	1
2017-7	sacrifice	1
2017-7	veterans	1
2017-7	roundtable	1
2017-7	mayors	1
2017-7	union	1
2017-7	alma	1
2017-7	smart	1
2017-7	heading	2
2017-7	west	1
2017-7	tomorrow	1
2017-7	bobnaultmp	2
2017-7	kenora	2
2017-7	friday	1
2017-7	bbq	1
2017-7	fortunemagazine	1
2017-7	montreal	1
2017-7	toronto	1
2017-7	magnet	1
2017-7	cities	1
2017-7	giants	1
2017-7	gives	1
2017-7	tools	1
2017-7	grow	1
2017-7	dave	1
2017-7	canfield	1
2017-7	meets	1
2017-7	boardwalk	1
2017-7	kamloopsarchaeo	1
2017-7	joanne	1
2017-7	matters	1
2017-7	suggestions	1
2017-7	coming	1
2017-7	machine	1
2017-7	table	1
2017-7	hall	1
2017-7	firefighters	1
2017-7	put	1
2017-7	brian	1
2017-7	canadagames	1
2017-7	opening	1
2017-7	soooo	1
2017-7	good	4
2017-7	officially	1
2017-7	luck	2
2017-7	athletes	2
2017-7	competing	2
2017-7	representing	1
2017-7	sport	1
2017-7	discussion	2
2017-7	investing	1
2017-7	gardens	1
2017-7	come	2
2017-7	multiculturalism	1
2017-7	nature	1
2017-7	village	1
2017-7	canadianpacific	1
2017-7	daughter	1
2017-7	greet	1
2017-7	revelstoke	2
2017-7	speak	1
2017-7	raise	1
2017-7	use	1
2017-7	phone	1
2017-7	merci	1
2017-7	accueillir	1
2017-7	à	1
2017-7	bord	1
2017-7	aboard	1
2017-7	tim	1
2017-7	memories	1
2017-7	gave	1
2017-7	nosamours	1
2017-7	rockthehall	1
2017-7	train	1
2017-7	east	1
2017-7	spiritoftomorrow	1
2017-7	mosaic	1
2017-7	filled	1
2017-7	hopes	1
2017-7	safely	1
2017-7	rcmpgrcpolice	1
2017-7	ground	1
2017-7	representatives	1
2017-7	leadership	1
2017-7	saw	1
2017-7	firsthand	1
2017-7	military	1
2017-7	disaster	1
2017-7	matching	1
2017-7	funds	1
2017-7	spends	1
2017-7	along	1
2017-7	measures	1
2017-7	times	1
2017-8	canembisrael	1
2017-8	min	1
2017-8	goodale	2
2017-8	paused	1
2017-8	pay	2
2017-8	respects	1
2017-8	yadvashem	1
2017-8	holocaust	1
2017-8	memorial	2
2017-8	jerusalem	1
2017-8	cbcearlyedition	1
2017-8	coming	1
2017-8	live	8
2017-8	prime	5
2017-8	minister	15
2017-8	follow	2
2017-8	along	1
2017-8	facebook	3
2017-8	bt	1
2017-8	couch	1
2017-8	catch	1
2017-8	chat	1
2017-8	cdnpoli	6
2017-8	bcpoli	1
2017-8	official	1
2017-8	forward	3
2017-8	looking	1
2017-8	cufta	1
2017-8	comes	1
2017-8	effect	1
2017-8	today	25
2017-8	proud	7
2017-8	long	4
2017-8	outstanding	1
2017-8	vancouver	2
2017-8	meeting	1
2017-8	mayorgregor	1
2017-8	thanks	10
2017-8	partnership	2
2017-8	work	9
2017-8	together	4
2017-8	opioid	2
2017-8	launch	2
2017-8	programs	1
2017-8	dairy	1
2017-8	farmers	1
2017-8	processors	1
2017-8	true	2
2017-8	leader	2
2017-8	business	3
2017-8	philanthropy	1
2017-8	rick	1
2017-8	george	1
2017-8	legacy	3
2017-8	enormous	1
2017-8	contributions	1
2017-8	made	1
2017-8	alberta	1
2017-8	canada	23
2017-8	strengthening	1
2017-8	team	6
2017-8	renegotiate	1
2017-8	improve	3
2017-8	nafta	5
2017-8	benefit	1
2017-8	middle	3
2017-8	class	3
2017-8	grow	1
2017-8	economies	1
2017-8	navdeepsbains	3
2017-8	sfu	1
2017-8	seeing	2
2017-8	research	1
2017-8	impacts	1
2017-8	government	1
2017-8	investments	1
2017-8	r	2
2017-8	met	3
2017-8	cedar	1
2017-8	working	7
2017-8	premiers	1
2017-8	across	1
2017-8	modernize	1
2017-8	read	6
2017-8	conference	1
2017-8	call	1
2017-8	canadianforces	3
2017-8	named	1
2017-8	one	2
2017-8	indeedcanada	1
2017-8	best	9
2017-8	places	1
2017-8	indeedbptw	1
2017-8	canadanurses	1
2017-8	harmreduction	1
2017-8	measures	1
2017-8	play	1
2017-8	important	4
2017-8	part	2
2017-8	comprehensive	1
2017-8	response	2
2017-8	epidemic	1
2017-8	overdose	1
2017-8	deaths	2
2017-8	courageous	1
2017-8	step	1
2017-8	dignity	1
2017-8	decency	1
2017-8	congratulations	2
2017-8	mayor	1
2017-8	labeaume	1
2017-8	taking	2
2017-8	action	2
2017-8	fromagestalbert	1
2017-8	cheese	1
2017-8	reflects	1
2017-8	canadian	7
2017-8	food	1
2017-8	community	4
2017-8	involvement	1
2017-8	sinclair	1
2017-8	glengarry	1
2017-8	highland	1
2017-8	games	1
2017-8	wonderful	1
2017-8	showcase	1
2017-8	scottish	1
2017-8	tradition	1
2017-8	right	2
2017-8	making	6
2017-8	splash	1
2017-8	gulfislandsnpr	2
2017-8	morning	3
2017-8	kicking	1
2017-8	weekend	2
2017-8	paddle	1
2017-8	make	4
2017-8	sure	6
2017-8	get	3
2017-8	enjoy	2
2017-8	parks	1
2017-8	roundtable	1
2017-8	afternoon	2
2017-8	mayors	1
2017-8	leaders	3
2017-8	address	2
2017-8	local	2
2017-8	challenges	2
2017-8	tofino	2
2017-8	indigenous	8
2017-8	talk	1
2017-8	reconciliation	1
2017-8	create	4
2017-8	handing	1
2017-8	feed	1
2017-8	keep	4
2017-8	updated	1
2017-8	take	1
2017-8	time	6
2017-8	family	5
2017-8	lots	1
2017-8	celebrate	4
2017-8	pride	5
2017-8	events	2
2017-8	passed	1
2017-8	illegal	1
2017-8	discriminate	1
2017-8	based	1
2017-8	gender	1
2017-8	vancouverpride	2
2017-8	prideparade	1
2017-8	underway	1
2017-8	happy	13
2017-8	cqualtro	2
2017-8	congrats	1
2017-8	delta	1
2017-8	tru	1
2017-8	wilson	1
2017-8	walked	1
2017-8	grand	1
2017-8	marshall	1
2017-8	jack	1
2017-8	rabinovitch	1
2017-8	changed	1
2017-8	lives	2
2017-8	countless	1
2017-8	authors	1
2017-8	giller	1
2017-8	prize	1
2017-8	sincere	1
2017-8	condolences	3
2017-8	friends	1
2017-8	loved	1
2017-8	ones	1
2017-8	passing	2
2017-8	missed	1
2017-8	many	3
2017-8	investing	3
2017-8	future	2
2017-8	children	1
2017-8	possible	1
2017-8	start	3
2017-8	access	2
2017-8	early	4
2017-8	announced	2
2017-8	ontario	1
2017-8	companies	1
2017-8	new	7
2017-8	jobs	3
2017-8	innovations	1
2017-8	electric	1
2017-8	next	3
2017-8	month	2
2017-8	ceta	1
2017-8	applied	1
2017-8	linkedin	1
2017-8	reasons	1
2017-8	good	1
2017-8	canadians	10
2017-8	cathmckenna	5
2017-8	highlights	1
2017-8	parkscanada	3
2017-8	thetorngats	1
2017-8	rugged	1
2017-8	wilderness	1
2017-8	inuit	3
2017-8	culture	2
2017-8	climatechange	2
2017-8	national	7
2017-8	peacekeepers	1
2017-8	day	12
2017-8	thank	5
2017-8	women	2
2017-8	men	2
2017-8	safer	1
2017-8	secure	2
2017-8	world	3
2017-8	recommit	1
2017-8	protect	3
2017-8	promote	1
2017-8	rights	3
2017-8	peoples	5
2017-8	weareindigenous	1
2017-8	minjusticeen	1
2017-8	recognition	1
2017-8	including	2
2017-8	undrip	1
2017-8	set	1
2017-8	foundation	1
2017-8	transformative	1
2017-8	change	2
2017-8	first	3
2017-8	nations	2
2017-8	métis	2
2017-8	nation	1
2017-8	ignored	1
2017-8	decision	1
2017-8	country	2
2017-8	building	1
2017-8	relationship	4
2017-8	signing	1
2017-8	agreements	1
2017-8	converting	1
2017-8	wellington	1
2017-8	space	1
2017-8	much	4
2017-8	please	5
2017-8	statement	5
2017-8	release	1
2017-8	pastor	1
2017-8	lim	1
2017-8	jail	1
2017-8	north	1
2017-8	korea	1
2017-8	premierbradwall	2
2017-8	years	5
2017-8	service	3
2017-8	province	2
2017-8	people	12
2017-8	saskatchewan	1
2017-8	retirement	3
2017-8	qausuittuq	1
2017-8	park	1
2017-8	officially	2
2017-8	open	4
2017-8	learn	1
2017-8	cluster	1
2017-8	islands	1
2017-8	high	1
2017-8	arctic	1
2017-8	politics	1
2017-8	rise	1
2017-8	meet	2
2017-8	global	1
2017-8	generation	1
2017-8	beyond	1
2017-8	cafreeland	6
2017-8	speech	1
2017-8	vision	1
2017-8	announce	8
2017-8	qausuittuqnp	1
2017-8	dleblancnb	2
2017-8	pleased	5
2017-8	welcome	8
2017-8	colleague	2
2017-8	marcgarneau	2
2017-8	nb	4
2017-8	announcement	2
2017-8	narwhales	1
2017-8	prevent	1
2017-8	rightwhale	1
2017-8	temporary	2
2017-8	mandatory	1
2017-8	gulf	1
2017-8	lawrence	1
2017-8	thinking	1
2017-8	heading	1
2017-8	back	5
2017-8	school	1
2017-8	fall	1
2017-8	makes	1
2017-8	skills	2
2017-8	experience	1
2017-8	need	1
2017-8	international	1
2017-8	youthday	1
2017-8	youth	1
2017-8	continue	1
2017-8	amplify	1
2017-8	voices	1
2017-8	listen	1
2017-8	ideas	1
2017-8	know	1
2017-8	immune	1
2017-8	racist	1
2017-8	violence	1
2017-8	hate	1
2017-8	condemn	1
2017-8	forms	1
2017-8	send	1
2017-8	support	4
2017-8	victims	4
